Project Name,Project Link,Parent Category,Category Name,Location,Currency,Goal Amount,Pledged Amount,Percent Funded,Duration,Days Left,Description Length,Risk Desc Count,Is Project We Love,Image Count,Video Count,Success
Look on the Mountain: A Hiking Etiquette Board Book,https://www.kickstarter.com/projects/lookbb/look-on-the-mountain-a-hiking-etiquette-board-book?ref=discovery,Publishing,Children's Books,USA,USD,1200.0,64.0,5,14,11,84,222,0,23,0,0
LookingToForward: App To Build Your Life-Foundation,https://www.kickstarter.com/projects/renerashineconsom/lookingtoforward-app-to-build-your-life-foundation?ref=discovery,Technology,Apps,Germany,EUR,6975.0,11.0,0,24,9,95,125,0,7,0,0
LOOM: Portent of the Vale,https://www.kickstarter.com/projects/shieldicestudio/loom-portent-of-the-vale?ref=discovery,Games,Tabletop Games,UK,GBP,1000.0,4526.0,452,37,29,134,1146,0,26,1,1
Lords & Ladies Oracle Card Deck,https://www.kickstarter.com/projects/791879277/lords-and-ladies-oracle-card-deck?ref=discovery,Art,Digital Art,AU,AUD,8500.0,1148.32,13,30,18,117,1162,0,19,0,0
LORE,https://www.kickstarter.com/projects/citystategames/lore-2?ref=discovery,Games,Playing Cards,USA,USD,1200.0,203.0,16,32,42,23,875,0,43,2,0
Los Syringas New Music Release,https://www.kickstarter.com/projects/lossyringas/los-syringas-new-music-release?ref=discovery,Music,Indie Rock,USA,USD,2500.0,289.0,11,30,21,50,779,0,17,1,0
Lost & Found Oracle : 76 card deck & guidebook by Leyla Rees,https://www.kickstarter.com/projects/lostandfoundoracle/lost-and-found-oracle-76-card-deck-and-guidebook-by-leyla-rees?ref=discovery,Art,Illustration,UK,GBP,3000.0,4710.0,157,29,23,131,752,0,27,1,1
Lost Along The Way - Adventure & Mystery Visual Novel,https://www.kickstarter.com/projects/liwenstudios/lost-along-the-way-adventure-and-mystery-visual-novel?ref=discovery,Games,Video Games,USA,USD,16450.0,36.0,0,31,26,113,844,0,18,0,0
Lost Fools of Atlantis,https://www.kickstarter.com/projects/645319106/lost-fools-of-atlantis?ref=discovery,Games,Tabletop Games,UK,GBP,500.0,750.0,150,22,14,46,251,0,25,0,1
Lost In Love,https://www.kickstarter.com/projects/tmproductions/lost-in-love-1?ref=discovery,Film & Video,Drama,USA,USD,3000.0,1.0,0,20,50,22,193,0,8,0,0
Lost in Tarnation,https://www.kickstarter.com/projects/1345734105/lost-in-tarnation?ref=discovery,Comics,Comic Books,USA,USD,1000.0,683.0,68,45,28,114,357,0,13,0,0
Lost Magic #1-5 Voices of War - a MATURE Horror Fantasy,https://www.kickstarter.com/projects/lunarsmoke/lost-magic-5-voices?ref=discovery,Comics,Comic Books,USA,USD,100.0,3079.0,3079,16,15,135,555,0,29,0,1
Lost Souls III - STLs for 3D Printing,https://www.kickstarter.com/projects/forgottenancients/lost-souls-iii?ref=discovery,Games,Tabletop Games,Hungary,USD,4000.0,25882.0,647,23,8,119,127,0,44,1,1
Lotus Apparel,https://www.kickstarter.com/projects/lotusclothing/lotus-apparel?ref=discovery,Fashion,Apparel,USA,USD,5000.0,1695.0,33,30,24,100,503,0,22,0,0
LOTUS STAR Tarot,https://www.kickstarter.com/projects/krpv/lotus-star-tarot?ref=discovery,Games,Playing Cards,UK,GBP,1000.0,174.0,17,14,8,75,147,0,14,0,0
Lou the Big Horned Rhino,https://www.kickstarter.com/projects/papamoose/lou-the-big-horned-rhino?ref=discovery,Publishing,Children's Books,USA,USD,5000.0,241.0,4,30,8,67,291,0,17,1,0
Louvdy | The revolutionary smart cane,https://www.kickstarter.com/projects/louvdy/louvdy-the-revolutionary-smart-cane?ref=discovery,Technology,Gadgets,France,EUR,3280.0,2891.3,88,45,4,83,343,0,21,1,0
LOVE,https://www.kickstarter.com/projects/palinoiastudios/love-8?ref=discovery,Film & Video,Thrillers,USA,USD,4800.0,101.0,2,30,20,91,621,0,8,1,0
Love Letter,https://www.kickstarter.com/projects/stone-firestudios/love-letter?ref=discovery,Games,Video Games,USA,USD,1000.0,1.0,0,15,9,36,420,0,8,1,0
"Love You, Mean It (Sometimes): An adult-humor limerick* book",https://www.kickstarter.com/projects/libbyhilsendager/love-you-mean-it-sometimes-an-adult-humor-limerick-book?ref=discovery,Publishing,Comedy,USA,USD,5000.0,9775.0,195,30,13,135,484,0,13,1,1
Lovely Leviathans- Enamel Pins,https://www.kickstarter.com/projects/lunarjellypins/lovely-leviathans-enamel-pins?ref=discovery,none,Art,USA,USD,4000.0,13038.0,325,30,25,61,676,0,16,1,1
Lubi-Cats Collection,https://www.kickstarter.com/projects/planet68903k/lubi-cats-collection?ref=discovery,Art,Illustration,Hong Kong,HKD,500.0,10.0,2,30,10,132,33,0,28,1,0
Lucha Dog,https://www.kickstarter.com/projects/luchadog/lucha-dog?ref=discovery,Publishing,Children's Books,USA,USD,7000.0,1796.0,25,30,21,135,190,0,7,0,0
Lucid Minds,https://www.kickstarter.com/projects/lucidminds/lucid-minds?ref=discovery,Games,Playing Cards,UK,GBP,4500.0,4362.0,96,30,13,41,1318,0,17,3,0
"Lucid ONE, Out of box & AI Planning 7DOF robotic arm",https://www.kickstarter.com/projects/amberobotics/lucid-1-zero-code-and-ai-planning-7-axis-portable-robotic-arm?ref=discovery,Technology,Robots,USA,USD,10000.0,141720.0,1417,35,13,134,775,1,66,3,1
Lucifer Licorice #1,https://www.kickstarter.com/projects/uhstudiostoo/lucifer-licorice?ref=discovery,Comics,Comic Books,USA,USD,7500.0,5785.0,77,21,6,131,377,1,73,1,0
Lucky Cat Enamel Pins & Charm Mini Pins,https://www.kickstarter.com/projects/anjistar/lucky-cat-enamel-pins-and-charm-mini-pins?ref=discovery,Art,Illustration,UK,GBP,300.0,1118.0,372,30,15,132,594,0,19,0,1
Lumia,https://www.kickstarter.com/projects/897134806/lumia?ref=discovery,Technology,Software,France,EUR,33000.0,101.0,0,35,34,47,326,0,13,1,0
Luncheons and Dragonflies,https://www.kickstarter.com/projects/gnomemadegames/luncheons-and-dragonflies?ref=discovery,Games,Tabletop Games,USA,USD,2500.0,2012.0,80,30,14,75,302,0,25,1,0
Lurkers of the Deep Lake - Enamel Pin Collection,https://www.kickstarter.com/projects/obsidiangrove/lurkers-of-the-deep-lake-enamel-pin-collection?ref=discovery,Art,Illustration,Canada,CAD,2000.0,10379.29,518,30,38,134,1052,0,12,0,1
Luvia — Hydration Elevated,https://www.kickstarter.com/projects/luvia/luvia-hydration-elevated?ref=discovery,Design,Product Design,USA,USD,20000.0,71574.0,357,35,3,44,1648,1,61,2,1
Luxe Planners with Erasable Inserts,https://www.kickstarter.com/projects/remarqcollective/luxe-planners-with-erasable-inserts?ref=discovery,Crafts,Stationery,USA,USD,10000.0,1.0,0,60,41,128,139,0,15,1,0
"Lyric Wars: A card game for music listeners, and liars too!",https://www.kickstarter.com/projects/272194390/lyric-wars-a-card-game-for-music-listeners-and-liars-too?ref=discovery,Games,Playing Cards,USA,USD,2500.0,2686.0,107,60,19,83,689,0,16,1,1
M Squad Issue #1,https://www.kickstarter.com/projects/jerryrascoe/m-squad-issue-1?ref=discovery,Comics,Comic Books,USA,USD,1000.0,1175.0,117,45,15,50,275,0,17,1,1
"Machine 32 Issue#1 Warm Robots, Human Machines",https://www.kickstarter.com/projects/machine32/machine-32-issue1-warm-robots-human-machines?ref=discovery,Comics,Comic Books,USA,USD,1000.0,90.0,9,60,55,132,687,0,47,1,0
Mackenzie Melemed - Debut Solo Piano Album,https://www.kickstarter.com/projects/melemed/mackenzie-melemed-debut-solo-piano-album?ref=discovery,Music,Classical Music,Finland,USD,15000.0,8571.0,57,60,20,98,385,1,11,0,0
Mad Love Summer Tour,https://www.kickstarter.com/projects/madlovesummertour/mad-love-summer-tour?ref=discovery,Music,Country & Folk,USA,USD,2500.0,391.0,15,20,8,56,104,0,14,1,0
Made in BX,https://www.kickstarter.com/projects/madeinbx/made-in-bx?ref=discovery,Music,Indie Rock,Belgium,EUR,4200.0,1506.0,35,36,27,133,234,0,26,1,0
Madinat Al'Asrar -- The City of Portals,https://www.kickstarter.com/projects/perilous/madinat-alasrar-the-city-of-portals?ref=discovery,Games,Tabletop Games,Canada,CAD,12000.0,14651.29,122,60,21,134,337,0,28,1,1
Madisonville (a short film),https://www.kickstarter.com/projects/jaredcarver/madisonville-a-short-film?ref=discovery,Film & Video,Shorts,USA,USD,500.0,501.0,100,16,3,97,112,0,20,1,1
Magic to Master - Free to Play MMORPG,https://www.kickstarter.com/projects/laniatusgame/magictomaster?ref=discovery,Games,Video Games,USA,USD,26220.0,1513.0,5,30,29,86,1479,0,95,1,0
Magical Cat Ita Bag,https://www.kickstarter.com/projects/artbykino/magical-cat-ita-bag?ref=discovery,Fashion,Accessories,USA,USD,6500.0,14012.0,215,30,11,95,317,0,29,0,1
Magical Mushroom Pins,https://www.kickstarter.com/projects/ivyfoxenamelpins/magical-mushroom-pins?ref=discovery,Art,Illustration,USA,USD,1500.0,133.0,8,60,46,65,128,0,22,0,0
MAGICAL MUSINGS: Inspiring & Thought Provoking Poetry!,https://www.kickstarter.com/projects/magicalmusings/magical-musings-inspiring-and-thought-provoking-poetry?ref=discovery,Publishing,Poetry,UK,GBP,3250.0,403.0,12,45,31,134,503,0,41,1,0
MAGICUTTER: The world's smallest portable ultrasonic cutter,https://www.kickstarter.com/projects/148923018/magicutter-the-next-generation-of-high-precision-cutting?ref=discovery,Technology,Gadgets,Hong Kong,HKD,20000.0,272364.0,1361,35,27,130,797,0,45,1,1
Magnet Pocket Organizer,https://www.kickstarter.com/projects/1726515463/magnet-pocket-organizer?ref=discovery,none,Crafts,USA,USD,800.0,1.0,0,20,11,129,986,0,35,0,0
Magpie Zines: Four of Magpies,https://www.kickstarter.com/projects/skoticus/magpie-zines-four-of-magpies?ref=discovery,Publishing,Zines,USA,USD,1000.0,7600.0,760,21,6,89,507,1,43,0,1
Maidan Massacre Trial & Investigation Revelations in Ukraine,https://www.kickstarter.com/projects/ivankatchanovski/maidan-massacre-trial-and-investigation-revelations-in-ukraine?ref=discovery,Publishing,Academic,Canada,CAD,2900.0,2988.29,103,30,6,132,302,0,8,1,1
Make camping more interesting outdoor dining table,https://www.kickstarter.com/projects/512665884/make-camping-more-interesting-outdoor-dining-table?ref=discovery,none,Crafts,USA,USD,850.0,75.0,8,20,61,86,1683,0,35,0,0
Malinkar : Lord Of Enmity,https://www.kickstarter.com/projects/banneradders/malinkar-lord-of-enmity?ref=discovery,Publishing,Fiction,UK,GBP,1200.0,1934.0,161,30,13,66,593,0,15,1,1
Mamuro - Natural Skin Care for men,https://www.kickstarter.com/projects/mamuro/mamuro-natural-skin-care-for-men?ref=discovery,Fashion,Accessories,Germany,EUR,18000.0,11.0,0,30,9,128,772,0,10,0,0
Man Boy: Season 1 | #1-13+ | The Complete First Season,https://www.kickstarter.com/projects/snackkingcomics/man-boy-season-1-1-13-the-complete-first-season?ref=discovery,Comics,Comic Books,USA,USD,8500.0,1663.0,19,29,21,94,593,0,47,1,0
Man You Are Crazy,https://www.kickstarter.com/projects/manyouarecrazy/man-you-are-crazy?ref=discovery,Publishing,Nonfiction,USA,USD,10000.0,211.0,2,55,25,135,192,0,18,2,0
MANDRILL P.I. Novels 1-2: A noir tale for cartoon lovers,https://www.kickstarter.com/projects/brimmage/mandrill-pi-novel-vol-2?ref=discovery,Publishing,Fiction,USA,USD,899.0,3676.0,408,32,18,133,1229,1,56,1,1
Manita de Gato para el Blog,https://www.kickstarter.com/projects/blog6038/manita-de-gato-para-el-blog?ref=discovery,Journalism,Video,Mexico,MXN,25300.0,518.8,2,60,16,34,173,0,10,1,0
Manta Ray Oracle Deck,https://www.kickstarter.com/projects/2135517709/manta-ray-oracle-deck-0?ref=discovery,Art,Illustration,USA,USD,600.0,327.0,54,30,19,96,433,0,10,0,0
Many Extra Only More,https://www.kickstarter.com/projects/979964136/many-extra-only-more?ref=discovery,Dance,Performances,DC,USD,7000.0,7416.0,105,30,5,121,776,0,23,1,1
MapGoMap: A Fun Game even Helps Memorize Maps SUPER FAST.,https://www.kickstarter.com/projects/mapgomap/mapgomap-a-fun-game-even-helps-memorize-maps-super-fast?ref=discovery,Games,Playing Cards,USA,USD,2000.0,742.0,37,30,28,134,1514,0,35,1,0
Mark Studios 4,https://www.kickstarter.com/projects/dwaynemarkbrown/mark-studios-4?ref=discovery,Film & Video,Animation,USA,USD,1000.0,1.0,0,30,29,70,520,0,33,1,0
Mary Machinegun Trade Paperback 1,https://www.kickstarter.com/projects/max-devill/mary-machinegun-trade-paperback-1?ref=discovery,Comics,Comic Books,USA,USD,3000.0,1508.0,50,21,20,134,398,0,47,1,0
Mary Shelley's School for Monsters Horror Graphic Novel,https://www.kickstarter.com/projects/wickedtreepress/mary-shelleys-school-for-monsters-horror-graphic-novel?ref=discovery,Comics,Graphic Novels,USA,USD,4000.0,2579.0,64,21,21,135,675,1,50,1,0
Máster Gold,https://www.kickstarter.com/projects/512259446/master-gold?ref=discovery,Film & Video,Television,Mexico,MXN,5000.0,5000.8,100,60,20,114,315,0,12,1,1
"Mastering my album ""Love and Painkillers""",https://www.kickstarter.com/projects/axemonkey/mastering-my-album-love-and-painkillers?ref=discovery,Music,Rock,UK,GBP,750.0,787.0,104,45,17,132,558,0,7,1,1
"Masters of Terror: HP Lovecraft, Edgar Allan Poe & beyond",https://www.kickstarter.com/projects/level50miniatures/masters-of-terror-hp-lovecraft-bust-and-beyond?ref=discovery,Technology,3D Printing,Spain,EUR,500.0,206.0,41,30,28,96,84,0,22,3,0
Masverano Wallet,https://www.kickstarter.com/projects/masverano/masverano-wallet?ref=discovery,Design,Product Design,USA,USD,6000.0,24915.0,415,35,13,86,540,0,51,1,1
Matchi & Mochi Fox plush,https://www.kickstarter.com/projects/monimoni/matchi-and-mochi-fox-plush?ref=discovery,Art,Textiles,Spain,EUR,8000.0,10184.0,127,32,5,81,299,0,43,2,1
Maven in the Mirror: A true story of a former foster youth,https://www.kickstarter.com/projects/1054991003/maven-in-the-mirror?ref=discovery,Publishing,Nonfiction,USA,USD,11000.0,136.0,1,30,24,124,121,0,13,1,0
Mazda 6 MPS Car Pack - Assetto Corsa Mod,https://www.kickstarter.com/projects/6mps-car-pack/mazda-6-mps-car-pack-assetto-corsa-mod?ref=discovery,Games,Video Games,AU,AUD,15.0,175.32,1168,60,15,127,254,0,12,0,1
Maze Cat Cafe Launch,https://www.kickstarter.com/projects/mazecatcafe/maze-cat-cafe-launch?ref=discovery,Food,Spaces,USA,USD,20000.0,149.0,0,60,44,133,363,0,11,1,0
Mazi Comics,https://www.kickstarter.com/projects/mazicomics/mazi-comics?ref=discovery,Comics,Comic Books,USA,USD,7500.0,112.0,1,60,53,40,106,0,10,1,0
"MC Lars & Schäffer the Darklord - ""999""",https://www.kickstarter.com/projects/horrisrecords/mc-lars-and-schaffer-the-darklord-999?ref=discovery,Music,Hip-Hop,USA,USD,5000.0,27019.66,540,34,12,132,1609,1,10,1,1
McBaron - Bravery in the Sky,https://www.kickstarter.com/projects/dadu/mcbaron-bravery-in-the-sky?ref=discovery,Games,Tabletop Games,Italy,EUR,100.0,2246.0,2246,18,9,116,171,0,22,1,1
MDMX: The world's first truly modular DJ mixer,https://www.kickstarter.com/projects/menura-audio/mdmx-worlds-first-truly-modular-dj-mixer?ref=discovery,Technology,Sound,Germany,EUR,30000.0,39982.0,133,31,43,41,709,1,42,1,1
Mead Makes Merry,https://www.kickstarter.com/projects/keepeasy/mead-makes-merry?ref=discovery,Food,Drinks,USA,USD,15000.0,1787.0,11,30,4,129,325,0,9,0,0
Mechanism,https://www.kickstarter.com/projects/davidbrandt/mechanism?ref=discovery,Art,Installations,USA,USD,4000.0,4391.0,109,30,14,51,629,0,24,2,1
Meet Kuro! OUR 1st Kickstarter project~,https://www.kickstarter.com/projects/gyou/meet-kuro?ref=discovery,Crafts,Stationery,Singapore,SGD,500.0,2.0,0,45,38,93,962,0,41,7,0
Meet the People of Ukraine. Life in their words.,https://www.kickstarter.com/projects/rmikefaris/meet-the-people-of-ukraine-life-in-their-words?ref=discovery,Publishing,Literary Spaces,Ukraine,USD,3000.0,12.0,0,37,45,134,215,0,12,1,0
Mein erstes Album,https://www.kickstarter.com/projects/mias9199/mein-erstes-album?ref=discovery,Music,Electronic Music,Germany,EUR,10000.0,41.0,0,60,19,50,97,0,7,0,0
Melody the Monkey's Book Series and Musical Workshops,https://www.kickstarter.com/projects/melodythemonkey5222/melody-the-monkeys-book-series-and-musical-workshops?ref=discovery,Music,Kids,USA,USD,5000.0,57.0,1,60,19,132,255,0,10,1,0
Memento Mori Ceramic Skull Bowls: Life-Sized Reflections,https://www.kickstarter.com/projects/trevorfosterstudio/memento-mori-ceramic-skull-bowls-life-sized-reflections?ref=discovery,none,Design,USA,USD,6666.0,102557.66,1538,36,23,123,1911,1,28,1,1
Memoria de los Cantes Flamencos,https://www.kickstarter.com/projects/1435832521/memoria-de-los-cantes-flamencos?ref=discovery,Music,World Music,France,EUR,2000.0,516.0,25,60,54,88,252,1,22,1,0
Memories Whispered: Deluxe Limited Edition Hardcover,https://www.kickstarter.com/projects/filminhand/memories-whispered-deluxe-limited-edition-hardcover?ref=discovery,Publishing,Fiction,USA,USD,7000.0,94.0,1,20,15,116,593,0,38,1,0
Menagerie Pin Set,https://www.kickstarter.com/projects/corygodbey/menagerie-pin-set?ref=discovery,Art,Illustration,USA,USD,1100.0,2518.0,228,21,26,37,189,0,25,0,1
MEND,https://www.kickstarter.com/projects/josephdugan/mend-1?ref=discovery,none,Music,USA,USD,10000.0,10047.0,100,42,11,92,920,0,33,1,1
Mermaid Legend RPG Dice Set,https://www.kickstarter.com/projects/1698609658/mermaid-legend-rpg-dice-set?ref=discovery,Games,Tabletop Games,USA,USD,1000.0,2372.0,237,35,6,126,495,0,21,1,1
Mermaids - An Adult coloring book,https://www.kickstarter.com/projects/960794733/mermaids-an-adult-coloring-book?ref=discovery,Art,Illustration,USA,USD,2000.0,381.0,19,30,25,135,254,0,10,0,0
MerMay 2023: A Mermaid-Themed Enamel Pin Collection,https://www.kickstarter.com/projects/pyonko/mermay-2023-a-mermaid-themed-enamel-pin-collection?ref=discovery,Fashion,Jewelry,USA,USD,350.0,4149.0,1185,26,29,75,176,0,10,0,1
Mesoamerican Earrings Series 1,https://www.kickstarter.com/projects/izel/mesoamerican-earrings-series-1?ref=discovery,Art,Illustration,USA,USD,1200.0,804.0,67,15,3,32,481,0,23,0,0
METAL HEAD - NSFW sci fi for ADULTS ONLY,https://www.kickstarter.com/projects/riotearp/metal-head-nsfw-sci-fi-for-adults-only?ref=discovery,Comics,Comic Books,USA,USD,4000.0,1952.0,48,30,29,96,358,0,35,1,0
Metanoia Marseille Tarot,https://www.kickstarter.com/projects/themerakitarot/metanoia-marseille-tarot?ref=discovery,Art,Illustration,USA,USD,18000.0,15415.0,85,30,28,125,745,0,34,1,0
Methods of Hate (Film),https://www.kickstarter.com/projects/methodsofhate/methods-of-hate-film-0?ref=discovery,Film & Video,Drama,UK,GBP,28000.0,1.0,0,40,25,32,382,0,7,1,0
MetMo Pocket Driver,https://www.kickstarter.com/projects/metmo/metmo-pocket-driver?ref=discovery,Design,Product Design,UK,GBP,5000.0,828884.0,16577,60,26,41,586,1,66,1,1
Metropolis Tarot Deck,https://www.kickstarter.com/projects/1259167041/metropolis-tarot-deck?ref=discovery,Games,Playing Cards,USA,USD,8000.0,126.0,1,38,38,71,240,0,13,1,0
"Metropolis, photographs of urban humans by Quentin Cherrier",https://www.kickstarter.com/projects/224467591/metropolis-photographs-of-urban-humans-by-quentin-cherrier?ref=discovery,Photography,Fine Art,France,EUR,500.0,340.0,68,28,10,117,272,0,27,1,0
Mezcla. Coffee,https://www.kickstarter.com/projects/mezclacoffee/mezcla-coffee-0?ref=discovery,Food,Drinks,USA,USD,5000.0,535.0,10,60,52,34,341,0,8,0,0
Michael #1,https://www.kickstarter.com/projects/blackspartansmanga/michael-1-0?ref=discovery,Comics,Comic Books,USA,USD,500.0,703.0,140,30,15,135,501,0,26,1,1
MICHAEL SHAPIRO'S YIDDISH QUARTET AND PIANO QUINTET,https://www.kickstarter.com/projects/michaelshapiro/michael-shapiros-yiddish-quartet-and-piano-quintet?ref=discovery,Music,Classical Music,USA,USD,7500.0,1706.0,22,30,27,96,277,0,7,1,0
MicroAmp-Meter,https://www.kickstarter.com/projects/microampmeter/microamp-meter?ref=discovery,Technology,Hardware,UK,USD,5000.0,7315.0,146,30,8,78,785,0,52,1,1
Midnight Building,https://www.kickstarter.com/projects/midnight-building/midnight-building?ref=discovery,Theater,Plays,USA,USD,10000.0,4911.0,49,30,10,94,877,0,11,1,0
Midnight Motion Debut EP,https://www.kickstarter.com/projects/midnightmotion/midnight-motion-debut-ep?ref=discovery,none,Music,USA,USD,3000.0,1010.0,33,60,42,118,526,0,10,0,0
Mike Hoffman's Inksplosion Invasion!,https://www.kickstarter.com/projects/inksplosion7/mike-hoffmans-inksplosion-invasion?ref=discovery,none,Comics,USA,USD,111.0,1748.0,1574,12,10,45,27,0,17,1,1
"MILSPEC Navy Clearance Diver II, Iconic Automatic Dive Watch",https://www.kickstarter.com/projects/seapro/milspec-navy-clearance-diver-ii-iconic-automatic-dive-watch?ref=discovery,Design,Product Design,UK,GBP,1000.0,4849.0,484,30,26,132,486,0,24,2,1
Mindful Monster App,https://www.kickstarter.com/projects/mindfulmonster/mindful-monster-app?ref=discovery,Technology,Apps,USA,USD,100.0,11.0,11,60,30,102,771,0,9,0,0
Mindo,https://www.kickstarter.com/projects/280707100/mindo?ref=discovery,Technology,Apps,Spain,EUR,12863.0,161.0,1,29,29,54,1608,0,11,1,0
MINI PLAKKS | Flicking board game to challenge everyone,https://www.kickstarter.com/projects/plakks/mini-plakks-flicking-board-game-to-challenge-everyone?ref=discovery,Games,Tabletop Games,Spain,EUR,10000.0,16373.0,163,49,34,125,1448,0,78,1,1
Mini Turtle Duck Plush Keychain,https://www.kickstarter.com/projects/miniatureinspiration/mini-turtle-duck-plush-keychain?ref=discovery,Art,Sculpture,USA,USD,2500.0,6970.0,278,30,12,74,1429,0,19,1,1
Minibits Mice Collection,https://www.kickstarter.com/projects/koalapinproject/minibits-mice-collection?ref=discovery,Art,Illustration,UK,GBP,1200.0,1774.0,147,24,36,62,405,0,30,0,1
Minimal Zephyr & Co,https://www.kickstarter.com/projects/minimalzephyrco/minimal-zephyr-and-co?ref=discovery,Art,Mixed Media,USA,USD,3000.0,181.0,6,60,18,122,139,0,9,0,0
Mining for Zogolyte -- a (solo) dice roll game,https://www.kickstarter.com/projects/1438234520/mining-for-zogolyte-a-solo-dice-roll-game?ref=discovery,Games,Tabletop Games,USA,USD,100.0,512.0,512,20,4,58,101,0,27,1,1
MINUTES TO MIDNIGHT: The Hour Between Life & Death,https://www.kickstarter.com/projects/thehelix/minutes-to-midnight?ref=discovery,Comics,Comic Books,USA,USD,6500.0,4811.0,74,30,23,135,199,1,67,0,0
Misguided: A Unique Experience,https://www.kickstarter.com/projects/ravenrushgames/misguided-a-unique-experience?ref=discovery,Games,Video Games,USA,USD,3000.0,35.0,1,30,21,114,269,0,13,0,0
Misha Burnett's Small Worlds,https://www.kickstarter.com/projects/cirsova/misha-burnetts-small-worlds?ref=discovery,Publishing,Fiction,USA,USD,1000.0,3060.0,306,30,23,82,186,0,11,0,1
Miss No Manners,https://www.kickstarter.com/projects/missnomanners/miss-no-manners?ref=discovery,Publishing,Children's Books,Canada,CAD,1500.0,1262.29,84,32,6,129,90,0,15,0,0
Mobile Art Gallery,https://www.kickstarter.com/projects/mobileartgallery/mobile-art-gallery-0?ref=discovery,Art,Painting,Canada,CAD,20000.0,1.29,0,30,10,87,192,0,10,0,0
Mobile Hose - A Powerful Portable On-The-Go Garden Hose,https://www.kickstarter.com/projects/mobilehose/mobile-hose-a-powerful-portable-on-the-go-garden-hose?ref=discovery,Technology,Gadgets,USA,USD,4000.0,12661.0,316,31,24,132,790,0,61,1,1
MODE,https://www.kickstarter.com/projects/briangriffindada/mode?ref=discovery,Photography,Photobooks,UK,GBP,30000.0,28902.0,96,30,16,64,326,0,28,1,0
Modern Medicine #1 - A fantasy medical horror in the 1800s,https://www.kickstarter.com/projects/913241523/modern-medicine-1-a-fantasy-medical-horror-in-the-1800s?ref=discovery,Comics,Comic Books,USA,USD,950.0,771.0,81,30,8,132,639,0,16,1,0
Modern-day Merlin: the complete hardcover omnibus series,https://www.kickstarter.com/projects/emmashelford/immortal-merlin?ref=discovery,Publishing,Fiction,Canada,CAD,500.0,3317.29,663,16,8,135,199,0,37,1,1
Moggie: the smart wearable device for cats,https://www.kickstarter.com/projects/moggie/moggie-the-smart-wearable-device-for-cats?ref=discovery,Design,Product Design,UK,GBP,10000.0,31102.0,311,31,63,126,1002,1,42,1,1
Mojave Mallows - Mouthwatering Organic Marshmallows,https://www.kickstarter.com/projects/mojavemallows/mojave-mallows-mouthwatering-organic-marshmallows?ref=discovery,Food,Small Batch,USA,USD,10000.0,10352.0,103,30,43,126,214,1,29,1,1
MONAPILLOW: Triplex Ice-Tech Graphene Pillow,https://www.kickstarter.com/projects/monapillow/monapillow-triplex-ice-tech-graphene-pillow?ref=discovery,Design,Product Design,USA,USD,7000.0,1837.0,26,30,29,117,720,0,52,1,0
Monster + Ghost,https://www.kickstarter.com/projects/monsterandghost/monster-ghost?ref=discovery,Crafts,Candles,USA,USD,5000.0,11.0,0,30,23,104,1447,0,15,1,0
Monster Battle Run,https://www.kickstarter.com/projects/1497217393/monster-battle-run?ref=discovery,Games,Mobile Games,Switzerland,CHF,8000.0,33.0,0,60,3,116,1365,0,7,1,0
Monster Girl AI 2.0: NSFW Monstergirl Sexy Pin-Up Book,https://www.kickstarter.com/projects/nathynbrendanmasters/monster-girl-ai-20-nsfw-pin-up-book-limited-edition?ref=discovery,Comics,Comic Books,USA,USD,500.0,463.0,92,32,31,108,168,0,31,1,0
Monster Girls : Enamel Pins,https://www.kickstarter.com/projects/stardecaystudio/monster-girls-enamel-pins?ref=discovery,Fashion,Accessories,USA,USD,300.0,167.0,55,30,22,37,862,0,14,0,0
Monsters by Doug Gray,https://www.kickstarter.com/projects/dgray/monsters-by-doug-gray?ref=discovery,Comics,Comic Books,USA,USD,3500.0,1906.0,54,30,21,77,568,1,43,1,0
Monsters of Loch Lomond,https://www.kickstarter.com/projects/monstersoflochlomond/monsters-of-loch-lomond?ref=discovery,Games,Tabletop Games,Netherlands,EUR,5000.0,3589.0,71,30,29,122,1149,0,27,1,0
Monsters of Mount Moorhead: Special Edition Omnibus 2,https://www.kickstarter.com/projects/minasnowe/monsters-of-mount-darkmount-special-edition-omnibus?ref=discovery,Publishing,Fiction,USA,USD,3500.0,7053.0,201,31,24,133,460,1,38,3,1
Monsters! | A Mörk Borg Supplement,https://www.kickstarter.com/projects/1022698010/monsters-a-mork-borg-supplement?ref=discovery,Games,Tabletop Games,Germany,EUR,1500.0,5574.0,371,21,10,63,106,0,24,0,1
Monty Banks - silent comedian,https://www.kickstarter.com/projects/reelcomedy/monty-banks-silent-comedian?ref=discovery,Film & Video,Comedy,UK,GBP,7000.0,11434.0,163,30,10,84,601,0,18,1,1
Mood Swings: A Film By Brady Domingo,https://www.kickstarter.com/projects/1340423978/mood-swings-a-film-by-brady-domingo?ref=discovery,Film & Video,Narrative Film,USA,USD,1000.0,664.0,66,60,47,100,503,0,9,1,0
Moonstone Fantasy Comic Series,https://www.kickstarter.com/projects/paulveenstra/moonstone-fantasy-comic-series?ref=discovery,Comics,Comic Books,Canada,CAD,2150.0,3393.29,157,30,27,99,333,0,62,1,1
